"";"OBJECTID";"PARCELID";"PRINTKEY";"STREET_NUM";"STREET_NAME";"SITEADDRESS";"CITY";"ZIP5";"CLASSCD";"CLASSDSCRP";"PRPRTYDSCRP";"OWNERNME1";"PSTLADDRESS";"PSTLCITY";"LOT_FRONTAGE";"LOT_DEPTH";"STATEDAREA";"CURRENT_LAND_VALUE";"CURRENT_TOTAL_VALUE";"CURRENT_TAXABLE_VALUE";"TENTATIVE_LAND_VALUE";"TENTATIVE_TOTAL_VALUE";"TENTATIVE_TAXABLE_VALUE";"SALE_DATE";"SALE_PRICE";"BOOK";"PAGE";"DEED_TYPE";"VALID";"RESCOM";"CALCULATEDACRES";"SHAPEACRES";"BISZONING";"Shape.STArea..";"Shape.STLength..";"OWNERSHIPCODE";"LOW_STREET_NUM";"HIGH_STREET_NUM";"lon";"lat";"crime_count"
"894";894;"12067000020740000000";"120.67-2-74";"184-186";"BARTLETT ST";"184-186 BARTLETT ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"SHELLMAN BRETT  ";"351 WALDORF AV";"ROCHESTER NY  14606";"36.5";"87";"0";"1300";"1300";1300;1300;1300;1300;"07/11/2003";"6000";"09814";"00012";"W";"";"R";0,07289945;0,07311114;"R-1";555,98046875;103,405313528027;" ";184;186;-77,631085;43,1429313;6081
"913";913;"09171000020620000000";"091.71-2-62";"15";"WEAVER ST";"15 WEAVER ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"33";"97.26";"0";"2600";"2600";2600;2600;2600;2600;"09/13/2002";"1";"09676";"00244";"B";"";"R";0,07368182;0,07232117;"R-1";550,69921875;108,263863103669;" ";15;15;-77,61048;43,183576;8867
"919";919;"09175000030510000000";"091.75-3-51";"5";"GRAFTON ST";"5 GRAFTON ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"2";"112.74";"0";"200";"200";200;200;200;200;" ";"0";"00000";"00000";" ";"";"R";0,00517631;0,00516032;"R-1";39,29296875;96,5306645959634;" ";5;5;-77,584923;43,183238;7011
"931";931;"09172000040380000000";"091.72-4-38";"82";"WEYL ST";"82 WEYL ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST  RM 125B";"ROCHESTER  NY  14614";"38.5";"104.86";"0";"1000";"1000";1000;1000;1000;1000;"04/26/2011";"1";"10991";"00222";"T";"";"R";0,09267929;0,09310187;"R-1";708,9375;119,347564452296;" ";82;82;-77,6057863;43,1832532;8269
"943";943;"09044000010670000000";"090.44-1-67";"10";"W RIDGE RD";"10 W RIDGE RD";"ROCHESTER";"14615";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"50.34";"137.2";"0";"8000";"8000";8000;8000;8000;8000;"07/24/2003";"175000";"09820";"00360";"W";"";"C";0,15855482;0,15368065;"R-1";1170,65625;154,246946219481;" ";10;10;-77,624633;43,19447;4207
"944";944;"09044000010770140000";"090.44-1-77.014";"50.5";"W RIDGE RD";"50.5 W RIDGE RD";"ROCHESTER";"14615";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40.01";"27.01";"0.02";"100";"100";100;100;100;100;"04/21/1997";"1";"08860";"00320";"T";"";"R";0,02480877;0,0246179;"R-1";187,53125;55,716627047958;" ";50;5;-77,626169;43,194563;4327
"948";948;"09052000010290000000";"090.52-1-29";"110";"MAPLEWOOD DR";"110 MAPLEWOOD DR";"ROCHESTER";"14615";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"423";"327";"1.26";"55000";"55000";55000;55000;55000;55000;" ";"0";" ";" ";" ";"";"C";3,17541322;1,27637051;"O-S";9721,96875;480,751560553522;" ";110;110;-77,624129;43,192375;4984
"962";962;"06129000030450020000";"061.29-3-45.002";"45";"AFTON ST";"45 AFTON ST";"ROCHESTER";"14612";"311";"RESIDENTIAL VACANT LAND";NA;"SELOVER MARCIA  ";"55 AFTON ST";"ROCHESTER  NY  14612";"66";"145.8";"0";"7600";"7600";7600;7600;7600;7600;"12/27/1985";"1";"06841";"00087";"W";"";"R";0,22090909;0,2197288;"R-1";1676,28515625;177,642375635028;" ";45;45;-77,617903;43,240727;586
"18";1018;"12060000020660000000";"120.60-2-66";"297";"CHAMPLAIN ST";"297 CHAMPLAIN ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"33.25";"141.21";"0";"1500";"1500";1500;1500;1500;1500;"04/15/2008";"1";"10604";"00015";"Q";"";"R";0,10778771;0,10886515;"R-1";827,9296875;146,353255926477;" ";297;297;-77,628303;43,144477;6557
"22";1022;"12058000010170000000";"120.58-1-17";"217-219";"KENWOOD AV";"217-219 KENWOOD AV";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"KING RICKEY L  ";"225 KENWOOD AV";"ROCHESTER NY  14611";"43";"129.97";"0";"5000";"5000";5000;5000;5000;5000;"05/15/2008";"1";"10615";"00643";"Q";"";"R";0,12829913;0,13062289;"R-2";993,3984375;144,992850200321;" ";217;219;-77,639882;43,144609;5930
"242";1024;"12058000020570000000";"120.58-2-57";"83";"SUPERIOR ST";"83 SUPERIOR ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"120";"0";"2300";"2300";2300;2300;2300;2300;"11/30/2004";"958174";"10054";"00655";"T";"";"R";0,11019284;0,11150148;"R-1";847,9765625;134,709160834112;" ";83;83;-77,637701;43,144459;6052
"26";1026;"12058000020630000000";"120.58-2-63";"115";"SUPERIOR ST";"115 SUPERIOR ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"38";"120";"0";"2300";"2300";2300;2300;2300;2300;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,1046832;0,10123921;"R-1";769,93359375;131,290347962222;" ";115;115;-77,6386328;43,1444767;6030
"38";1038;"09164000030170010000";"091.64-3-17.001";"745-749";"NORTON ST";"745-749 NORTON ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"LAGOYDA IVAN  ";"6179 SOUTHBROOK DR";"ONTARIO  NY  14519";"61.7";"96";"0.14";"3000";"3000";3000;3000;3000;3000;"03/12/1999";"9850";"09134";"00133";"B";"";"R";0,13597796;0,13682853;"R-1";1042;132,487330044341;" ";745;749;-77,6032878;43,1866849;7500
"71";1071;"09034000020370020000";"090.34-2-37.002";"322B";"PULLMAN AV";"322B PULLMAN AV";"ROCHESTER";"14615";"330";"VACANT COMMERCIAL LAND";NA;"IGLESIA RESTAURACION EN C DE BAYAMON";"85 PALM ST";"ROCHESTER NY  14615";"140.68";"9.82";"0";"500";"500";500;500;500;500;"06/13/2005";"299000";"10139";"00286";"B";"";"C";0,03171436;0,01701601;NA;129,62109375;121,424868826887;" ";322;322;-77,637703;43,196557;3154
"127";1127;"06084000010160000000";"060.84-1-16";"30";"W BOULEVARD PKWY";"30 W BOULEVARD PKWY";"ROCHESTER";"14612";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"84.94";"149.42";"0";"10300";"10300";10300;10300;10300;10300;" ";"0";"00000";"00000";" ";"";"R";0,29136214;0,25288145;"R-1";1928,1640625;185,249366817391;" ";30;30;-77,6277546;43,2247506;392
"143";1143;"12034000010260010000";"120.34-1-26.001";"151";"YORK ST";"151 YORK ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"151 YORK ST LLC  ";"946 ATLANTIC AV";"ROCHESTER  NY  14609";"66";"150";"0.23";"4000";"4000";4000;4000;4000;4000;"02/09/2012";"150000";"11090";"00329";"B";"";"R";0,22727273;0,23128121;"R-1";1759,4140625;181,876873311212;" ";151;151;-77,637933;43,153216;6779
"147";1147;"12036000020090000000";"120.36-2-9";"421";"W MAIN ST";"421 W MAIN ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"415 MAIN ST W INC  ";"415 W MAIN ST";"ROCHESTER  NY  14608";"7.86";"343.27";"0";"500";"500";500;500;500;500;"06/25/2004";"1";"09978";"00131";"P";"";"R";0,0619399;0,05668804;"CCD-M";431,2265625;292,69793992684;" ";421;421;-77,623902;43,152537;8817
"158";1158;"12040000010010000000";"120.40-1-1";"1";"SHERER ST";"1 SHERER ST";"ROCHESTER";"14611";"330";"VACANT COMMERCIAL LAND";NA;"M D A INC  ";"1 E MAIN ST 10TH FLR";"ROCHESTER  NY  14614";"0";"0";"1.34";"30200";"30200";30200;30200;30200;30200;" ";"0";"00000";"00000";" ";"";"C";0;1,32568982;"M-1";10084,57421875;468,366753136416;" ";1;1;-77,65013;43,15229;4977
"254";1254;"04754000010210000000";"047.54-1-21";"20";"FLEMING ST";"20 FLEMING ST";"ROCHESTER";"14612";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40.84";"41.5";"0";"3000";"3000";3000;3000;3000;3000;"01/20/2016";"1";"11659";"00042";"Q";"";"R";0,03890863;0,03788641;"H-V";289,17578125;68,0613905272353;" ";20;20;-77,6109741;43,2562269;425
"256";1256;"04754000010380000000";"047.54-1-38";"4609";"LAKE AV";"4609 LAKE AV";"ROCHESTER";"14612";"311";"RESIDENTIAL VACANT LAND";NA;"BERRETONE JOSEPH A JR & THOMAS";"7 RICHARDS RIDGE";"NEWTON SQ  PA  19073";"58.75";"300.16";"0";"1000";"1000";1000;1000;1000;1000;"07/20/2010";"1";"10903";"00440";"E";"";"C";0,40483012;0,42966462;"H-V";3279,375;303,276265220709;" ";4609;4609;-77,611893;43,255018;454
"257";1257;"04755000010070000000";"047.55-1-7";"4576";"LAKE AV";"4576 LAKE AV";"ROCHESTER";"14612";"331";"COM VACANT W/MINOR IMPRV";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"45";"344.93";"0.33";"18000";"20000";20000;18000;20000;20000;"03/12/2009";"130000";"10725";"00042";"W";"";"C";0,35633264;0,32643652;"H-V";2491,3984375;313,378206644384;" ";4576;4576;-77,610977;43,253833;473
"267";1267;"04762000020090000000";"047.62-2-9";"154";"STUTSON ST";"154 STUTSON ST";"ROCHESTER";"14612";"311";"RESIDENTIAL VACANT LAND";NA;"BOONE CHARLES C SR & MARV  ";"34 MEECH PK";"ROCHESTER  NY  14612";"125";"66.99";"0";"8000";"8000";8000;8000;8000;8000;"02/14/1994";"1";"08639";"00614";"Q";"";"R";0,19223485;0,18722696;"R-1";1428,82421875;159,436920995082;" ";154;154;-77,615768;43,251388;496
"269";1269;"04763000010070000000";"047.63-1-7";"2";"STUTSON ST";"2 STUTSON ST";"ROCHESTER";"14612";"330";"VACANT COMMERCIAL LAND";NA;"GILBERT ALFRED G  ";"100 JOY LN";"ROCHESTER  NY  14617";"25";"119";"0";"11700";"11700";11700;11700;11700;11700;"12/26/1986";"1";"07040";"00315";"Q";"";"C";0,0682966;0,0711145;"H-V";542,70703125;119,407433280888;" ";2;2;-77,6087189;43,251125;483
"293";1293;"12052000020940000000";"120.52-2-94";"100";"DR SAMUEL MCCREE WAY";"100 DR SAMUEL MCCREE WAY";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"ROCHESTER HSG AUTHORITY  ";"675 W MAIN ST";"ROCHESTER  NY  14611";"41.33";"93";"0.09";"800";"800";800;800;800;800;"05/23/1977";"0";"05229";"00097";"Q";"";"R";0,08823898;0,09157846;"R-1";696,51171875;114,311002703339;" ";100;100;-77,624602;43,146811;7303
"298";1298;"12050000020300000000";"120.50-2-30";"276";"DR SAMUEL MCCREE WAY";"276 DR SAMUEL MCCREE WAY";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"115.8";"0";"4000";"4000";4000;4000;4000;4000;"10/24/1997";"502816";"08932";"00596";"T";"";"R";0,10633609;0,10601471;"R-1";806,3125;129,435476348454;" ";276;276;-77,635469;43,146828;6001
"301";1301;"12052000020930000000";"120.52-2-93";"104";"DR SAMUEL MCCREE WAY";"104 DR SAMUEL MCCREE WAY";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"ROCHESTER HSG AUTHORITY  ";"675 W MAIN ST";"ROCHESTER  NY  14611";"50";"65";"0.07";"3000";"3000";3000;3000;3000;3000;"05/23/1977";"0";"05229";"00097";"Q";"";"R";0,07460973;0,07540118;"R-1";573,4765625;96,747467858186;" ";104;104;-77,624771;43,146772;7290
"307";1307;"12055000020020000000";"120.55-2-2";"153";"GARFIELD ST";"153 GARFIELD ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"126.5";"0";"6000";"6000";6000;6000;6000;6000;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,11616162;0,11567811;"R-1";879,8125;138,858423110829;" ";153;153;-77,654959;43,146733;3503
"309";1309;"12060000010100000000";"120.60-1-10";"145";"DR SAMUEL MCCREE WAY";"145 DR SAMUEL MCCREE WAY";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"BRYANT MARGIE LEE  ";"241 TRAFALGAR ST";"ROCHESTER  NY  14619";"40";"117.29";"0";"4000";"4000";4000;4000;4000;4000;"06/01/1985";"1";"06725";"00009";"Q";"";"R";0,10770432;0,10935552;"R-1";831,70703125;131,758910941797;" ";145;145;-77,62731;43,146384;7353
"336";1336;"09181000030500000000";"091.81-3-50";"50";"HERALD ST";"50 HERALD ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"QUALITY VISION INTER- NATIONAL INC";"850 HUDSON AV";"ROCHESTER NY  14621";"33";"132";"0.1";"5000";"5000";5000;5000;5000;5000;"10/14/2015";"40000";"11605";"370";"W";"";"R";0,1;0,09880228;"R-1";752,25390625;136,845718246644;" ";50;50;-77,5975614;43,1794605;8913
"343";1343;"09179000040680000000";"091.79-4-68";"222";"REMINGTON ST";"222 REMINGTON ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"35.79";"114.12";"0";"2700";"2700";2700;2700;2700;2700;"11/01/1995";"476451";"08679";"00305";"T";"";"R";0,09376388;0,09428268;"R-1";717,8359375;125,406549127948;" ";222;222;-77,610441;43,17965;9502
"409";1409;"07575000010990000000";"075.75-1-99";"2130";"LAKE AV";"2130 LAKE AV";"ROCHESTER";"14612";"330";"VACANT COMMERCIAL LAND";NA;"SILVER ST BERNARD'S II LLC";"33 SILVER ST STE 200";"PORTLAND ME  04101";"199.22";"275.27";"1.28";"50000";"50000";50000;50000;50000;50000;"10/04/2016";"50000";"11766";"394";"B";"";"C";1,25893685;1,28900617;NA;9822,75390625;393,661428105633;" ";2130;2130;-77,628465;43,206517;1542
"449";1449;"12076000010660000000";"120.76-1-66";"225";"HAWLEY ST";"225 HAWLEY ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"35.5";"102.04";"0";"1500";"1500";1500;1500;1500;1500;"02/01/1983";"0";"06268";"00036";" ";"";"R";0,08315932;0,08626667;"R-1";655,98046875;116,335084492571;" ";225;225;-77,627516;43,1406599;6806
"507";1507;"06076000020020000000";"060.76-2-2";"98";"BOXART ST";"98 BOXART ST";"ROCHESTER";"14612";"340";"VACANT INDUSTRIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"252.84";"16.5";"0.1";"1500";"1500";1500;1500;1500;1500;"11/18/2026";"0";"01387";"00569";"W";"";"C";0,09577273;0,09619621;"R-1";733,5703125;224,669969442518;" ";98;98;-77,622842;43,227585;406
"569";1569;"12048000030150020000";"120.48-3-15.002";"59";"THORNDALE TER";"59 THORNDALE TER";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"20";"123.5";"0";"1500";"1500";1500;1500;1500;1500;"06/09/1987";"1";"07130";"00261";"F";"";"R";0,0567034;0,05796384;"R-1";440,87890625;120,901957343554;" ";59;59;-77,646734;43,14866;5384
"633";1633;"09050000020150000000";"090.50-2-15";"457";"FLOWER CITY PK";"457 FLOWER CITY PK";"ROCHESTER";"14615";"311";"RESIDENTIAL VACANT LAND";NA;"BOYCE MARK L  ";"117 DEERHURST LN APT 7";"WEBSTER NY  14580";"34.5";"43.77";"0";"2000";"2000";2000;2000;2000;2000;"06/23/2010";"61500";"10892";"00421";"W";"";"R";0,03466632;0,03356855;NA;255,68359375;64,3418652919465;" ";457;457;-77,637374;43,19214;4405
"646";1646;"09048000020530000000";"090.48-2-53";"602";"CLAY AV";"602 CLAY AV";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"119.5";"0";"5900";"5900";5900;5900;5900;5900;"04/16/2013";"1";"11241";"00608";"T";"";"R";0,1097337;0,10964744;"R-1";835,16796875;133,537343896904;" ";602;602;-77,646643;43,191909;3627
"667";1667;"09056000010410000000";"090.56-1-41";"661";"MAGEE AV";"661 MAGEE AV";"ROCHESTER";"14613";"312";"RES VACANT LAND W/IMPRV";NA;"BROOK RICHARD F  ";"657 MAGEE AVE";"ROCHESTER  NY  14613";"41.29";"119.5";"0";"5900";"7000";7000;5900;7000;7000;"11/30/1984";"0";"06629";"00339";"Q";"";"R";0,11327261;0,11437966;"R-1";871,15234375;134,617026110599;" ";661;661;-77,648742;43,189805;3807
"669";1669;"12076000010270000000";"120.76-1-27";"297-299";"REYNOLDS ST";"297-299 REYNOLDS ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"METCALF-JOHNSON EMMA  ";"222 SHERMAN ST";"ROCHESTER  NY  14606";"38";"42";"0";"200";"200";200;200;200;200;"06/05/2015";"1";"11543";"192";"B";"";"R";0,03663912;0,03514626;"R-1";267,25390625;65,5015996161823;" ";297;299;-77,626217;43,140635;6854
"703";1703;"12072000020140000000";"120.72-2-14";"306";"POST AV";"306 POST AV";"ROCHESTER";"14619";"311";"RESIDENTIAL VACANT LAND";NA;"VADEN-WILLIAMS DIANA  ";"306 POST AV";"ROCHESTER NY  14619";"36.25";"112";"0";"7200";"7200";7200;7200;7200;7200;"03/16/2006";"1";"10288";"00593";"Q";"";"R";0,09320478;0,09283293;"R-1";705,8984375;123,694220714709;" ";306;306;-77,6477587;43,1399733;4504
"737";1737;"09177000040320000000";"091.77-4-32";"104";"HARRIS ST";"104 HARRIS ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"39.9";"120";"0";"2800";"2800";2800;2800;2800;2800;"07/15/1988";"1";"07386";"00225";"F";"";"R";0,10991736;0,11038891;"R-1";840,48046875;133,628092767862;" ";104;104;-77,621414;43,179734;8343
"742";1742;"09177000050300010000";"091.77-5-30.001";"136";"AVE D";"136 AVE D";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"80";"153.12";"0.28";"4100";"4100";4100;4100;4100;4100;"11/17/2005";"1054752";"10216";"00530";"T";"";"R";0,28121212;0,28379603;"R-1";2160,8125;196,074480951566;" ";136;136;-77,621046;43,180499;8229
"746";1746;"09043000030090010000";"090.43-3-9.001";"101-111";"W RIDGE RD";"101-111 W RIDGE RD";"ROCHESTER";"14615";"330";"VACANT COMMERCIAL LAND";NA;"ESSOM DAVID/LEEPER DAVID  ";"2190 ST PAUL ST";"ROCHESTER  NY  14621";"50";"132.84";"0.15";"20000";"20000";20000;20000;20000;20000;"09/07/2004";"150000";"10015";"00656";"W";"";"C";0,15247934;0,12712;"C-2";968,34765625;141,012816863986;" ";101;111;-77,6299159;43,1953697;4136
"750";1750;"09043000030100010000";"090.43-3-10.001";"99";"W RIDGE RD";"99 W RIDGE RD";"ROCHESTER";"14615";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"50";"111.09";"0";"18400";"18400";18400;18400;18400;18400;"12/04/2003";"1";"09887";"00134";"B";"";"C";0,12751377;0,09768359;"C-2";744,1015625;123,514985606167;" ";99;99;-77,629716;43,195037;4203
"755";1755;"04721000010150020000";"047.21-1-15.002";"650";"BEACH AV";"650 BEACH AV";"ROCHESTER";"14612";"311";"RESIDENTIAL VACANT LAND";NA;"WALSH KAREN  ";"567 BEACH AVE";"ROCHESTER NY  14612";"20";"20";"0.01";"1200";"1200";1200;1200;1200;1200;"09/16/2005";"125500";"10188";"00471";"E";"";"R";0,00918274;0,00918267;"R-1";70,109375;33,4928406242901;" ";650;650;-77,619122;43,26573;273
"806";1806;"09058000030100020000";"090.58-3-10.002";"357";"SENECA PKWY";"357 SENECA PKWY";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"LIBERTI BRIAN M  ";"355 SENECA PKWY";"ROCHESTER  NY  14613";"26";"10.7";"0";"100";"100";100;100;100;100;"04/21/2014";"109900";"11382";"00200";"W";"";"R";0,00638659;0,00650031;NA;49,5;31,2908198570574;" ";357;357;-77,6375319;43,188443;5021
"813";1813;"12026000010780000000";"120.26-1-78";"395";"CAMPBELL ST";"395 CAMPBELL ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"53.38";"80";"0";"2700";"2700";2700;2700;2700;2700;"04/29/2010";"451447";"10869";"00256";"T";"";"R";0,09803489;0,09754561;"R-1";742,1484375;111,225833954151;" ";395;395;-77,638434;43,157207;6819
"820";1820;"12027000020330010000";"120.27-2-33.001";"73";"WILDER ST";"73 WILDER ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"66";"149.81";"0.21";"6500";"6500";6500;6500;6500;6500;"01/29/2008";"416524";"10575";"00151";"T";"";"R";0,22698485;0,21494448;"R-2";1635,2734375;174,282449081682;" ";73;73;-77,630339;43,156001;8479
"868";1868;"09052000030210000000";"090.52-3-21";"145";"GORSLINE ST";"145 GORSLINE ST";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"LEPORE RUDOLPH J  ";"151 GORSLINE ST";"ROCHESTER  NY  14613";"45";"133";"0";"6300";"6300";6300;6300;6300;6300;"07/26/2002";"101444";"09653";"00383";"W";"";"R";0,13739669;0,13516326;"R-1";1029,5;147,976511803536;" ";145;145;-77,625275;43,19154;5169
"903";1903;"12052000020660000000";"120.52-2-66";"361";"TREMONT ST";"361 TREMONT ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"31";"135.63";"0";"3900";"3900";3900;3900;3900;3900;"04/28/2009";"1";"10738";"00677";"T";"";"R";0,09652273;0,09679989;"R-1";736,24609375;139,953055705524;" ";361;361;-77,625182;43,147579;7383
"907";1907;"12052000030180010000";"120.52-3-18.001";"121-123";"REYNOLDS ST";"121-123 REYNOLDS ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"86";"121.39";"0.19";"6500";"6500";6500;6500;6500;6500;"01/29/2008";"416524";"10575";"00151";"T";"";"R";0,23965886;0,19321189;"R-1";1469,5390625;172,369887341577;" ";121;123;-77,626418;43,147595;7324
"912";1912;"12052000030560000000";"120.52-3-56";"32";"JEFFERSON TER";"32 JEFFERSON TER";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"WILLIAMS ASHLEY  ";"431 TREMONT ST";"ROCHESTER  NY  14608";"35";"56";"0";"500";"500";500;500;500;500;"01/29/2013";"1";"11215";"00253";"Q";"";"R";0,04499541;0,04644952;"R-1";353,2890625;76,9378930567473;" ";32;32;-77,627099;43,147469;7118
"925";1925;"12048000030270000000";"120.48-3-27";"36";"LOZIER ST";"36 LOZIER ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"PROGRESSIVE CHURCH OF GOD CHRIST";"410 CHILI AV";"ROCHESTER NY  14611";"40";"119.59";"0";"5900";"5900";5900;5900;5900;5900;"04/26/2006";"700000";"10290";"00466";"W";"";"R";0,10981635;0,1123911;"R-1";854,82421875;133,785423594299;" ";36;36;-77,647194;43,1473;5018
"960";1960;"09165000010010000000";"091.65-1-1";"45";"WANDA ST";"45 WANDA ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"LUKE SAUNDRA L  ";"51 WANDA ST";"ROCHESTER  NY  14621";"60";"120";"0";"4600";"4600";4600;4600;4600;4600;"10/30/2001";"52500";"09534";"00540";"E";"";"R";0,16528926;0,16915437;"R-1";1288,2109375;152,039566958942;" ";45;45;-77,60045;43,187367;6812
"966";1966;"09166000010610000000";"091.66-1-61";"1036";"NORTON ST";"1036 NORTON ST";"ROCHESTER";"14621";"330";"VACANT COMMERCIAL LAND";NA;"TUTTOBENE SALVATORE JR/AN  ";"1964 N CLINTON AV";"ROCHESTER  NY  14621";"36";"124.99";"0";"6000";"6000";6000;6000;6000;6000;" ";"0";"00000";"00000";" ";"";"C";0,10329752;0,10328932;"C-1";786,609375;134,449483050539;" ";1036;1036;-77,595038;43,18723;6493
"970";1970;"09171000020370000000";"091.71-2-37";"1037";"JOSEPH AV";"1037 JOSEPH AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CHILI PEPPER LLC  ";"59 REQUA ST";"ROCHESTER  NY  14621";"40";"162.4";"0";"2000";"2000";2000;2000;2000;2000;"04/14/2016";"1";"11682";"00376";"Q";"";"R";0,14912764;0,1552331;"R-1";1182,0625;170,042184422831;" ";1037;1037;-77,608667;43,184197;8706
"977";1977;"09270000010250000000";"092.70-1-25";"131";"ASHWOOD DR";"131 ASHWOOD DR";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"ARENAS EDWIN  ";"12612 OLD PLANTATION LN";"ORLANDO FL  32824";"40";"100";"0";"5600";"5600";5600;5600;5600;5600;"05/09/2013";"1";"11262";"00671";"Q";"";"R";0,09182736;0,0908045;"R-1";691,44140625;116,393339867399;" ";131;131;-77,572325;43,183701;3591
